Num,default,Total_assets,Total_income,PAT_as_%_of_total_income,PBDITA_as_%_of_total_income,PBT_as_%_of_total_income,Cash_profit_as_%_of_total_income,Current_ratio,Debt_to_equity_ratio
325,0,5.6,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0.04
326,0,21.5,131,0.152671756,0.381679389,0.229007634,0.229007634,1.85,4.96
327,0,120.7,100.5,-15.02487562,0.298507463,-14.12935323,-5.074626866,1.55,17.5
328,0,8.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,0.73
329,0,19.6,52.6,1.901140684,5.133079848,2.661596958,3.422053232,1.29,1.49
330,0,16.4,39.7,2.770780856,8.312342569,4.282115869,4.534005038,1.21,1.97
331,0,6,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
332,0,65.4,83.3,-2.400960384,6.962785114,0.360144058,2.761104442,0.59,11.14
333,0,5.1,0.8,62.5,75,75,62.5,11.5,0
334,0,9.6,23.1,0.432900433,4.761904762,1.298701299,2.164502165,1.73,0.67
335,0,29.2,41.1,-5.109489051,-2.189781022,-4.866180049,-3.892944039,1.16,0.59
336,0,12.3,96.3,1.038421599,1.661474559,1.661474559,1.038421599,1.62,0
337,0,6.2,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1,0.05
338,0,7.4,2.2,-13.63636364,0,-13.63636364,-4.545454545,2,0.31
339,0,8.8,428.1425806,-0.140140231,-0.023356705,-0.140140231,-0.023356705,3.5,0.37
340,0,8.3,6.3,3.174603175,14.28571429,3.174603175,12.6984127,1.11,0.27
341,0,9.5,14.6,0.684931507,4.109589041,1.369863014,3.424657534,1.09,0
342,0,8.1,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.05,0.07
343,0,16.2,10.1,0,8.910891089,0,2.97029703,1.01,0.84
344,0,9.2,2.5,36,88,40,36,0.06,0
345,0,24.7,61.3,-3.588907015,-2.446982055,-3.588907015,-5.057096248,1.07,0.59
346,0,19.9,34.9,2.005730659,4.297994269,2.005730659,4.011461318,2.21,1.4
347,0,6.2,12,5,10.83333333,8.333333333,7.5,0.7,0
348,0,9.5,7.8,-1.282051282,5.128205128,-1.282051282,3.846153846,4.14,0.35
349,0,30,124.5,5.140562249,7.710843373,5.140562249,6.104417671,1.37,15.64
350,0,67.1,9.7,10.30927835,32.98969072,11.34020619,20.6185567,0,1.46
351,0,44.5,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.03,0
352,0,18.1,8.2,17.07317073,30.48780488,23.17073171,-9.756097561,2.1,0.71
353,0,21.5,27.6,12.68115942,14.49275362,12.68115942,13.76811594,0.89,0.67
354,0,11.5,0.4,-25,25,-50,25,0.43,0.06
355,0,6.5,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,0
356,0,13.5,7.1,-1.408450704,5.633802817,-1.408450704,4.225352113,0.75,0
357,0,19.1,21.6,1.388888889,7.407407407,1.851851852,3.240740741,1.51,1.7
358,0,8.4,428.1425806,-0.070070115,0,-0.070070115,0,5.45,0.29
359,0,10.6,15.9,0,3.144654088,0,0.628930818,2.38,0.36
360,0,17,12.6,-2.380952381,11.11111111,-2.380952381,2.380952381,2.62,2.39
361,0,5.9,2.8,-142.8571429,-192.8571429,-214.2857143,-192.8571429,1.71,0
362,0,10,8,1.25,5,2.5,2.5,3.68,0.14
363,0,7,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
364,0,9.2,6.1,9.836065574,19.67213115,9.836065574,14.75409836,2.07,0.42
365,0,26.7,53.9,2.41187384,4.823747681,2.597402597,3.153988868,0.9,0.46
366,0,10.3,10.3,6.796116505,17.47572816,9.708737864,10.67961165,2.3,0.43
367,0,16.2,428.1425806,-0.070070115,-0.070070115,-0.070070115,-0.070070115,0.72,0
368,0,16.1,0.2,0,50,0,50,1.98289977,1.44
369,0,38.2,155.2,-0.06443299,1.610824742,0.06443299,0.644329897,1.24,1.39
370,0,36.7,378.5,0.105680317,2.113606341,0.184940555,0.501981506,1.2,3.58
371,0,8.3,13,-84.61538462,-74.61538462,-84.61538462,-74.61538462,2.67,0
372,0,50.3,187.6,1.599147122,2.292110874,1.865671642,2.025586354,0.82,0.32
373,0,18.1,30.5,0.655737705,6.229508197,1.967213115,3.278688525,1.36,0.62
374,0,31.4,19.7,-9.137055838,3.553299492,-9.137055838,0,5.17,2.16
375,0,24.8,23.9,0.836820084,8.786610879,1.673640167,4.60251046,1.22,0.89
376,0,9.9,5.7,-17.54385965,-7.01754386,-17.54385965,-8.771929825,3.21,0.2
377,0,21.3,71.2,1.825842697,2.949438202,2.949438202,1.825842697,0.95,0
378,0,9.8,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,0
379,0,10.6,2.7,29.62962963,59.25925926,55.55555556,55.55555556,0.86,0.01
380,0,23.7,2.4,-179.1666667,-33.33333333,-179.1666667,-79.16666667,0.13,2.87
381,0,14.6,13.4,0.746268657,7.462686567,1.492537313,2.985074627,1.11,0.63
382,0,27.4,60.5,0.661157025,2.644628099,0.991735537,2.644628099,0.31,0
383,0,35.6,33.2,-15.96385542,9.939759036,1.204819277,3.313253012,1.23,7.46
384,0,17.1,34.2,1.461988304,5.847953216,2.339181287,2.923976608,1.14,0.6
385,0,138.7,138.5,1.588447653,9.891696751,2.599277978,4.476534296,1.14,14.16
386,0,17.4,97.9,1.123595506,1.736465781,1.327885598,1.327885598,1.98,0.84
387,0,12,17.8,3.93258427,12.92134831,6.179775281,8.426966292,3.12,0.54
388,0,27.8,0.1,0,0,0,0,1.48,0
389,0,11.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0.22
390,0,28.2,428.1425806,0,0,0,0,11.91,2.24
391,0,14.4,6.6,4.545454545,12.12121212,9.090909091,6.060606061,9.5,0.84
392,0,9.3,25.6,0.390625,0.78125,0.390625,0.78125,6.88,0
393,0,54.2,17.6,30.11363636,33.52272727,30.11363636,33.52272727,0.03,0
394,0,13,0.5,0,80,0,0,0.67,0
395,0,40.6,24.5,-4.081632653,11.42857143,-6.93877551,3.265306122,1.1,2.21
396,0,16,14.1,-2.127659574,6.382978723,0,3.546099291,1.79,0.36
397,0,35.4,117.2,0.511945392,1.62116041,0.853242321,1.279863481,1,0
398,0,3.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0.31
399,0,51.9,181.8,0.495049505,1.155115512,0.660066007,0.770077008,1.02,0.13
400,0,27.4,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,2.2
401,0,11,3.5,17.14285714,28.57142857,28.57142857,17.14285714,1.07,0
402,0,8.7,0.4,0,25,0,25,0,0
403,0,10.1,42.1,2.850356295,5.225653207,4.513064133,2.850356295,1.34,0
404,0,15.4,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0.75
405,0,8.5,11.1,-2.702702703,2.702702703,-3.603603604,0.900900901,4,0.19
406,0,32.1,49.1,2.036659878,9.572301426,2.443991853,5.091649695,4.88,4.19
407,0,24.8,53.8,5.576208178,27.32342007,9.293680297,25.83643123,0.07,0.04
408,0,9.1,0.1,0,0,0,0,1.98289977,0.03
409,0,16.7,1.7,-58.82352941,-17.64705882,-58.82352941,-17.64705882,0.74,0.34
410,0,15.2,8.1,1.234567901,14.81481481,1.234567901,8.641975309,0.93,0.43
411,0,96.6,56.4,11.70212766,21.27659574,12.23404255,18.97163121,0.11,0.4
412,0,8.9,0.4,0,100,0,100,1.98289977,0
413,0,8,8.6,5.813953488,12.79069767,9.302325581,10.46511628,8.71,0
414,0,18.2,11.2,1.785714286,10.71428571,2.678571429,8.035714286,1.06,0.1
415,0,4.4,0.7,-14.28571429,0,-14.28571429,0,5.5,0
416,0,9.5,0.2,-550,-50,-550,-50,0.8,0
417,0,23.3,28.9,0.692041522,3.460207612,1.038062284,2.076124567,1.2,0.28
418,0,19.4,0.1,-3500,-2900,-3500,-2900,10,0.73
419,0,49,99.7,2.106318957,4.413239719,3.209628887,0.802407222,1.04,1.82
420,0,45.2,66.7,-2.848575712,4.497751124,-3.298350825,-0.749625187,0.38,2.52
421,0,32.8,83.8,0.715990453,7.398568019,1.193317422,4.415274463,0.47,1.68
422,0,22.7,87.1,-0.114810563,2.640642939,-0.114810563,0.45924225,4.61,1.05
423,0,15.2,20.1,4.47761194,12.43781095,6.965174129,7.960199005,1.82,0.31
424,0,9.5,0.1,-9700,-6400,-9700,-6400,1.98289977,0
425,0,19.9,18.9,1.058201058,11.64021164,1.058201058,4.761904762,1,1.12
426,0,24.3,28.7,3.832752613,8.013937282,4.529616725,6.620209059,1.56,0.59
427,0,76.4,46.2,-23.16017316,-6.277056277,-23.16017316,-16.45021645,0.75,3.88
428,0,20.9,30,-0.333333333,3,0.333333333,3,2.89,0.82
429,0,16.4,18.9,1.058201058,10.58201058,3.703703704,6.878306878,1.74,0.26
430,0,13.5,25.1,6.772908367,11.55378486,10.35856574,7.171314741,1.68,0
431,0,9.8,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0.05
432,0,15,5.8,1.724137931,18.96551724,3.448275862,18.96551724,1.64,0.09
433,0,15.4,30.3,0.660066007,4.95049505,0.660066007,-1.98019802,4,2.7
434,0,50,87.8,12.87015945,15.261959,14.46469248,13.2118451,1.02,1.08
435,0,65.6,147.3,0.610997963,3.326544467,-0.814663951,0.543109301,2.11,4.14
436,0,53.7,428.1425806,-0.04671341,-0.023356705,-0.04671341,-0.023356705,0.01,0.08
437,0,14.8,19.7,11.6751269,14.21319797,12.69035533,12.69035533,1.69,0
438,0,75.7,73.7,1.628222524,9.090909091,1.763907734,5.563093623,0.36,5.24
439,0,13.2,23.2,0,3.017241379,0,1.724137931,4.29,0.23
440,0,18.5,9.2,2.173913043,13.04347826,3.260869565,6.52173913,1.21,0.53
441,0,9.4,428.1425806,-0.070070115,-0.04671341,-0.070070115,-0.04671341,1.98289977,0
442,0,92.5,17.6,-233.5227273,-58.52272727,-233.5227273,-61.93181818,0.08,6.83
443,0,28.6,28.8,2.430555556,10.76388889,2.430555556,7.638888889,1.43,5.63
444,0,69.4,35.8,-14.80446927,0.558659218,-14.80446927,-6.703910615,0.85,4.01
445,0,47.2,46,0.652173913,8.913043478,1.304347826,1.52173913,1.73,2.74
446,0,11.2,428.1425806,-0.023356705,0,-0.023356705,0,18.79,0
447,0,24.9,14.7,-16.32653061,-5.442176871,-16.32653061,-10.20408163,1.23,0.01
448,0,12.3,0.1,-200,0,-200,0,0.7,0
449,0,26.4,23.5,3.404255319,11.06382979,4.255319149,11.4893617,1.3,1.04
450,0,23.6,47.8,0.627615063,3.974895397,1.464435146,2.510460251,1.17,0.55
451,0,12.5,29.1,6.18556701,10.65292096,8.934707904,6.872852234,2.09,0
452,0,18,428.1425806,-0.023356705,-0.023356705,-0.023356705,-0.023356705,6,0.6
453,0,17.6,4.9,-24.48979592,-4.081632653,-24.48979592,-20.40816327,6.78,0.24
454,0,21.2,9.1,-5.494505495,5.494505495,-5.494505495,0,2.74,0.33
455,0,15.7,13.1,14.50381679,28.24427481,21.3740458,24.42748092,2.45,0.24
456,0,18.8,3.5,8.571428571,31.42857143,8.571428571,20,4.75,0.59
457,0,18.9,428.1425806,-0.09342682,-0.09342682,-0.09342682,-0.09342682,6.4,0.7
458,0,10.6,6.6,13.63636364,16.66666667,13.63636364,16.66666667,2.91,0.08
459,0,37.2,140.5,0.355871886,2.989323843,0.711743772,1.565836299,1.35,2.38
460,0,22.3,35.9,0.278551532,4.178272981,0.557103064,1.949860724,1.29,0.62
461,0,11.7,84.3,-0.474495848,0.948991696,-0.711743772,-0.237247924,18.79,0.09
462,0,56.3,135.3,0.14781966,2.9563932,0.29563932,0.7390983,1.7,3.66
463,0,11.8,13.3,-4.511278195,0,-4.511278195,0,18.79,0
464,0,95.8,86.9,1.380897583,12.88837745,1.956271577,8.860759494,0.54,3.23
465,0,10.6,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
466,0,469.2,428.1425806,-0.397063987,-0.140140231,-0.397063987,-0.163496936,0.27,0
467,0,157,332.3,-1.263918146,3.641287993,-1.263918146,0.75233223,0.71,6.33
468,0,16.2,17.6,0,5.113636364,0.568181818,2.272727273,0.22,0.56
469,0,34,28,1.428571429,7.857142857,1.785714286,3.214285714,1.48,1.56
470,0,42.9,64.1,0.15600624,3.744149766,0.31201248,2.808112324,1.5,2.11
471,0,163,121.4,0.164744646,7.084019769,0.329489292,2.883031301,0.56,4.04
472,0,71.7,99.2,1.310483871,8.971774194,1.411290323,4.737903226,1.17,5.03
473,0,144.3,130.6,1.071975498,9.724349158,1.071975498,5.513016845,0.64,31.56
474,0,34.7,428.1425806,-0.280280461,0,-0.280280461,0,0.03,1.44
475,0,71.1,157.8,0.570342205,4.11913815,0.697084918,2.217997465,1.24,3.26
476,0,23,61,1.31147541,6.06557377,1.475409836,3.93442623,0.85,0.53
477,0,37.4,37.3,-1.072386059,2.680965147,-1.072386059,2.680965147,0.38,1.69
478,0,18.1,21.1,-1.895734597,1.421800948,-1.895734597,1.421800948,1.64,0.49
479,0,102.9,72.6,3.994490358,10.60606061,5.23415978,3.856749311,1.16,3.47
480,0,30.1,3.6,-50,-41.66666667,-50,-41.66666667,0.9,0.03
481,0,13.2,2.1,47.61904762,52.38095238,52.38095238,47.61904762,0.29,0
482,0,35.9,49.8,2.008032129,11.44578313,2.81124498,5.62248996,2.31,1.82
483,0,15.4,0.1,0,0,0,0,0.75,0
484,0,24.7,14.4,4.861111111,13.88888889,4.861111111,9.027777778,2.72,1.34
485,0,23.8,66.5,7.218045113,11.42857143,9.77443609,8.571428571,1.07,0.85
486,0,93.6,89,1.797752809,16.17977528,1.797752809,7.640449438,1.9,7.31
487,0,33.4,44.6,0.224215247,10.31390135,0.224215247,6.502242152,1.86,1.94
488,0,77,58.6,0.170648464,12.28668942,0.170648464,2.389078498,0.62,4.94
489,0,21.9,5.8,-91.37931034,-86.20689655,-91.37931034,-87.93103448,0.07,0.55
490,0,36.2,33.5,0.895522388,9.850746269,1.492537313,5.373134328,1.46,1.27
491,0,13.9,8.7,1.149425287,20.68965517,1.149425287,20.68965517,5,0
492,0,12.7,26.4,2.272727273,5.681818182,3.787878788,4.545454545,4.7,0
493,0,42.6,128.5,2.33463035,7.392996109,3.891050584,4.124513619,0.67,1.51
494,0,46,38.4,-2.083333333,3.125,-3.385416667,-0.260416667,0.88,1.07
495,0,24.4,0.7,28.57142857,28.57142857,28.57142857,28.57142857,0.64,0.07
496,0,14.5,41.2,-0.485436893,-0.485436893,-0.485436893,-0.485436893,7.53,0.08
497,0,2059.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,90.9441
498,0,224.8,123.4,1.70178282,15.55915721,1.863857374,6.23987034,0.96,60.69
499,0,277.3,895.6,-1.384546673,-0.357302367,-1.686020545,-0.703439035,1.02,14.96
500,0,34.4,0.6,-66.66666667,50,-66.66666667,-16.66666667,0.91,1.06
501,0,37.3,65.8,-0.455927052,1.367781155,-0.455927052,1.215805471,0.96,0.22
502,0,34,101.9,0.686947988,3.925417076,1.373895976,1.472031403,1.04,1.59
503,0,16.2,18.5,6.486486486,15.67567568,10.27027027,12.43243243,1.4,0
504,0,8.8,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,0
505,0,88.4,169.2,0.11820331,0.531914894,0.177304965,-0.059101655,1.78,2.95
506,0,28.4,21.9,-0.913242009,15.52511416,-0.913242009,8.219178082,3.14,1.13
507,0,12.3,2.9,48.27586207,58.62068966,58.62068966,48.27586207,0.64,0
508,0,36.2,165.3,1.028433152,2.238354507,1.08892922,1.451905626,1.09,0.83
509,0,31.1,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.25,1.4
510,0,63.3,207.7,1.396244584,3.514684641,2.359171883,2.118440058,1.13,0.28
511,0,13.8,428.1425806,-0.023356705,-0.023356705,-0.023356705,-0.023356705,1.98289977,0.13
512,0,25.2,428.1425806,-0.04671341,-0.023356705,-0.04671341,-0.023356705,0.83,0.38
513,0,15.9,16.5,4.848484848,12.72727273,9.090909091,8.484848485,1.57,0
514,0,347.2,319.9,0.156298843,9.784307596,0.46889653,5.501719287,0.63,35.76
515,0,53.9,143.2,3.631284916,5.027932961,3.980446927,4.539106145,1.08,0.32
516,0,106.1,143.3,3.977669225,12.63084438,4.187020237,8.722958828,0.93,2.59
517,0,24.6,1.4,-114.2857143,-57.14285714,-114.2857143,-64.28571429,1.98289977,0.02
518,0,31.7,29.1,4.467353952,16.15120275,7.216494845,10.30927835,2.07,1.07
519,0,36.5,90.2,0.554323725,4.988913525,0.776053215,1.884700665,1.25,1.85
520,0,108,79,0.886075949,5.82278481,2.025316456,2.658227848,0.92,2.55
521,0,121,229.4,1.176983435,2.223190933,2.005231037,1.39494333,1.13,1.04
522,0,25.8,61.7,5.186385737,10.85899514,9.400324149,5.348460292,0.99,0
523,0,51.4,40.6,-11.57635468,-0.492610837,-11.57635468,-4.679802956,0.78,1.19
524,0,21.9,6.3,4.761904762,33.33333333,7.936507937,20.63492063,0.32,0.4
525,0,42.3,15.6,-31.41025641,-10.25641026,-44.87179487,-21.79487179,2.61,1.27
526,0,83.5,173,0.173410405,2.369942197,0.520231214,1.040462428,0.83,0.01
527,0,42.2,55.4,0.36101083,5.054151625,0.36101083,4.873646209,1.16,1.38
528,0,13.7,5.9,25.42372881,33.89830508,27.11864407,30.50847458,2.73,0.26
529,0,23.9,1.3,23.07692308,84.61538462,30.76923077,76.92307692,0.03,0
530,0,120.5,110.4,-4.257246377,3.351449275,-4.166666667,1.086956522,0.82,3.67
531,0,24.7,14.1,0.709219858,9.219858156,1.418439716,7.092198582,1.07,0.44
532,0,80,153.6,0.716145833,6.315104167,1.302083333,2.604166667,1.15,2.31
533,0,121.4,109.1,-1.924839597,5.682859762,-1.924839597,-1.099908341,0.67,3.16
534,0,51.2,112.4,1.779359431,6.583629893,3.380782918,4.270462633,0.85,3.43
535,0,50.3,47.8,-14.43514644,-9.205020921,-14.0167364,-11.29707113,1.31,0.31
536,0,16.1,1.8,0,88.88888889,5.555555556,88.88888889,7.25,0
537,0,30.4,61.5,1.951219512,6.016260163,3.089430894,2.601626016,2.87,0.88
538,0,17.2,2.5,48,84,60,76,5.78,0.06
539,0,332.5,13.4,0,2.985074627,0,-27.6119403,1.01,15.76
540,0,303.8,7.5,-210.6666667,-166.6666667,-210.6666667,-168,1.02,6.8
541,0,18.8,17,0,5.882352941,0.588235294,4.705882353,2.3,0.01
542,0,67,3.7,-56.75675676,10.81081081,-54.05405405,10.81081081,0.83,3.63
543,0,19.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
544,0,105,205.5,0.097323601,4.96350365,0.097323601,-1.119221411,0.48,8.2
545,0,11.8,35.6,6.179775281,9.550561798,8.146067416,8.426966292,3.62,0
546,0,15,428.1425806,-0.023356705,0,-0.023356705,0,1.98289977,0.01
547,0,28.6,35.5,0.845070423,4.507042254,1.408450704,1.690140845,2.29,0.36
548,0,35.8,55.2,5.615942029,14.67391304,9.420289855,8.152173913,0.81,0.98
549,0,21.4,64.5,3.565891473,7.751937984,5.581395349,5.736434109,1.27,0.2
550,0,20.2,31.6,8.860759494,17.08860759,12.97468354,11.39240506,2.26,0.34
551,0,21.5,428.1425806,0,0,0,0,3.24,0.41
552,0,21.3,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0.43
553,0,80.6,84,2.5,16.66666667,4.285714286,8.214285714,1.27,3.7
554,0,22.8,65.5,0.763358779,5.34351145,1.374045802,3.664122137,1.55,0.78
555,0,121.9,48.9,10.0204499,21.88139059,13.49693252,14.31492843,2.95,6.04
556,0,70.4,132.9,1.128668172,4.966139955,1.279157261,2.031602709,1.2,2.21
557,0,32.6,108.1,2.220166512,5.180388529,2.867715079,3.237742831,1.45,0.7
558,0,40.9,12.5,96,98.4,96,17.6,0.34,1.07
559,0,60.6,108,1.851851852,6.481481481,1.851851852,2.777777778,0.72,2.88
560,0,70.1,393.7,0,1.244602489,0.406400813,0.762001524,1.14,0.87
561,0,169.8,302.5,0.859504132,8.330578512,1.58677686,2.578512397,1.15,8.06
562,0,49.8,44.5,0.449438202,14.15730337,0.449438202,8.08988764,1.28,2.18
563,0,23.1,11.5,2.608695652,6.086956522,3.47826087,3.47826087,2.13,0.8
564,0,25.1,11.2,1.785714286,37.5,3.571428571,33.92857143,1.77,0.23
565,0,31.4,4.6,2.173913043,73.91304348,69.56521739,71.73913043,0.26,0.11
566,0,91.2,25.5,-1.568627451,-0.392156863,-2.352941176,-1.176470588,1.03,1.94
567,0,16.1,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,18.79,0
568,0,19.2,10.1,0,16.83168317,0,9.900990099,1.2,0.37
569,0,19,2.5,-88,-44,-88,-44,3.61,0
570,0,21.7,5.1,88.23529412,88.23529412,88.23529412,88.23529412,0.25,0
571,0,23.4,40.2,0.248756219,5.721393035,0.248756219,4.228855721,1.45,0.31
572,0,36.3,2.5,32,84,40,76,3.07,1.12
573,0,53.9,4.8,-91.66666667,-25,-91.66666667,-37.5,0.47,1.21
574,0,45,50.4,0.396825397,9.126984127,0.992063492,6.150793651,1.38,1.72
575,0,80.8,70.8,7.90960452,20.48022599,14.83050847,17.23163842,0.49,0.85
576,0,57.5,22.6,7.079646018,20.79646018,7.079646018,13.27433628,0.75,0.99
577,0,47.7,221.1,0.180913614,1.718679331,0.407055631,0.859339665,0.93,0.92
578,0,32.3,28.3,0.35335689,10.9540636,3.180212014,6.360424028,1.94,1.44
579,0,30.1,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.08,0.52
580,0,8.5,0.5,40,60,40,60,0.67,0.45
581,0,38.5,47.6,-3.991596639,2.521008403,-3.781512605,-0.840336134,0.62,0.84
582,0,86.7,119.1,0.923593619,6.801007557,1.511335013,3.022670025,7.11,4.34
583,0,34.7,18.5,9.189189189,20.54054054,10.27027027,15.13513514,0.39,1.25
584,0,60.7,1.5,-13.33333333,6.666666667,-13.33333333,6.666666667,0,2.28
585,0,16.9,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
586,0,38.3,98.5,1.218274112,2.030456853,1.725888325,1.218274112,1.72,0
587,0,142.1,148.5,45.58922559,82.15488215,45.58922559,58.18181818,1.13,4.16
588,0,54,77,2.857142857,7.142857143,4.285714286,3.766233766,0.95,1.09
589,0,68.2,81.9,1.221001221,10.5006105,3.663003663,7.203907204,0.7,1.24
590,0,42.7,35.5,3.38028169,13.52112676,3.661971831,7.323943662,1.46,1.3
591,0,76.2,36.8,4.619565217,23.91304348,10.86956522,14.40217391,1.16,2.02
592,0,60.6,78,5,14.35897436,10.25641026,11.92307692,0.35,1.77
593,0,57.1,104,2.115384615,6.923076923,2.788461538,3.076923077,1.15,1.46
594,0,17.5,5.1,29.41176471,41.17647059,33.33333333,35.29411765,3.84,0
595,0,93.6,47.6,-1.680672269,11.13445378,-1.680672269,9.87394958,3.67,1.85
596,0,23.8,28.2,1.773049645,4.609929078,1.773049645,4.609929078,2.95,0.08
597,0,47.5,48.5,10.72164948,20.41237113,16.90721649,12.57731959,1.57,0.77
598,0,49.7,112.4,2.491103203,6.850533808,3.558718861,3.647686833,1.27,1.58
599,0,169,720.5,0.291464261,1.651630812,0.291464261,0.971547536,1.59,8.44
600,0,18.7,3,-10,10,-10,10,1,0
601,0,30.8,43.3,4.387990762,19.63048499,12.9330254,13.85681293,0.55,0.34
602,0,42.7,35.6,-4.213483146,6.741573034,-1.404494382,0.842696629,0.95,0.89
603,0,75,147.2,1.902173913,6.657608696,2.785326087,5.366847826,1.84,2.36
604,0,71.3,54.4,8.823529412,18.19852941,1.838235294,6.801470588,0.98,1.86
605,0,30.1,6.8,23.52941176,47.05882353,38.23529412,32.35294118,0.37,0
606,0,40.2,4.5,24.44444444,71.11111111,53.33333333,35.55555556,6.37,1.08
607,0,32.2,2,-40,45,-40,5,4.2,0.42
608,0,32.8,0.7,-214.2857143,28.57142857,-214.2857143,-42.85714286,1.77,0.29
609,0,79.7,76,0.394736842,10.13157895,0.657894737,1.710526316,1.57,2.45
610,0,103,144.3,-2.148302148,4.435204435,-2.425502426,-0.277200277,1.12,2.86
611,0,75.5,321.2,1.120797011,2.241594022,1.214196762,1.432129514,0.74,2.2
612,0,103.1,138.1,0.651701665,4.634322954,1.303403331,1.230992035,0.99,4.45
613,0,48,104.3,0.767018217,3.355704698,1.150527325,1.342281879,1.24,1.93
614,0,52.6,55.4,1.263537906,7.761732852,2.166064982,5.9566787,2.43,0.79
615,0,24.1,21.7,7.373271889,14.74654378,7.834101382,12.44239631,1.63,0.24
616,0,42.3,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,0
617,0,91.4,84.2,6.413301663,14.96437055,7.482185273,9.73871734,0.78,2.23
618,0,76,165.6,1.388888889,4.22705314,1.992753623,2.415458937,0.7,1.3
619,0,76,11,-45.45454545,31.81818182,-45.45454545,31.81818182,0.77,2.06
620,0,52,376.7,0.31855588,1.619325723,0.530926467,0.504380143,1.07,0.44
621,0,80,291,-2.06185567,0.378006873,-2.06185567,-0.859106529,1.09,2.82
622,0,23.5,1.3,0,23.07692308,7.692307692,15.38461538,0,0.12
623,0,72,75.9,1.449275362,13.43873518,2.239789196,8.168642951,0.99,1.79
624,0,30.6,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.46,1.72
625,0,58.5,111.8,0.089445438,2.951699463,0.089445438,1.788908766,1.55,0.92
626,0,23.6,11.8,4.237288136,18.6440678,4.237288136,16.94915254,3.29,0.22
627,0,18.9,1.7,11.76470588,11.76470588,11.76470588,11.76470588,4.6,0
628,0,22.6,1.5,-6.666666667,40,-6.666666667,40,2.25,0
629,0,19.5,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.98289977,0
630,0,62,28.7,-31.70731707,-15.33101045,-31.70731707,-21.95121951,1.19,1.47
631,0,50.9,85.3,-10.1992966,-7.033997655,-10.1992966,-9.261430246,0.88,0.21
632,0,25,428.1425806,-0.023356705,-0.023356705,-0.023356705,-0.023356705,1.98289977,0.11
633,0,25.5,30.3,5.280528053,10.56105611,7.920792079,5.940594059,2.68,0.14
634,0,70.6,128.7,1.01010101,2.874902875,1.554001554,1.398601399,1.37,1.85
635,0,36.7,15.2,-9.210526316,8.552631579,-9.210526316,6.578947368,0.95,0.52
636,0,147.3,93.3,0.643086817,12.21864952,0.750267953,4.715969989,0.33,4.68
637,0,31.1,21.9,-2.739726027,7.762557078,-4.109589041,2.283105023,1.14,0.06
638,0,175,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0,1.57
639,0,67,604.9,0.082658291,0.743924616,-0.033063316,0.26450653,2.07,0.98
640,0,42.3,70.2,4.700854701,8.831908832,5.270655271,5.982905983,1.26,0.93
641,0,27.2,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,0.5,0.33
642,0,22.7,0.4,0,0,0,0,1.98289977,0
643,0,78,251,1.235059761,6.135458167,2.231075697,3.984063745,0.98,3.27
644,0,12.8,5.8,0,1.724137931,0,1.724137931,0.5,0
645,0,79,14.1,42.55319149,64.53900709,60.9929078,46.09929078,0.04,3.73
646,0,60.4,150.9,2.319416832,8.880053015,3.777335984,5.367793241,1.23,2.46
647,0,61.2,87,2.643678161,10.34482759,5.057471264,5.402298851,1.36,1.15
648,0,39.5,76.2,11.94225722,20.86614173,18.6351706,13.91076115,1.15,0.13
649,0,110.8,342,0.087719298,1.637426901,0.350877193,0.555555556,1.81,2
650,0,51.7,56,0.535714286,14.46428571,5,11.07142857,1.66,0.73
651,0,20.7,8.8,30.68181818,35.22727273,30.68181818,34.09090909,0.86,0.07
